state,district,year,suicide_count,rainfall_mm,yield_kg_ha,debt_per_farmer,msp_gap_percent,insurance_coverage_percent,crop_failure_percent,risk_level
Rajasthan,Bidar,2021,106,526,4498,204106,16,37,56,High
Rajasthan,Kurnool,2022,123,1648,3081,296070,23,34,49,High
Telangana,Yavatmal,2018,116,1037,2968,86714,18,51,79,High
Maharashtra,Kurnool,2018,116,609,1981,59974,28,14,61,High
Telangana,Kurnool,2020,26,456,3902,56649,41,56,38,Low
Karnataka,Warangal,2020,17,769,1253,113489,23,74,37,Low
Rajasthan,Bidar,2019,5,1521,4445,140159,5,34,1,Low
Karnataka,Nagaur,2016,85,1729,3005,239402,39,35,40,Medium
Andhra Pradesh,Warangal,2015,5,1264,1280,126589,34,51,12,Low
Rajasthan,Yavatmal,2020,135,1379,4474,230473,11,42,69,High
Maharashtra,Bidar,2020,5,411,1534,60070,18,73,22,Low
Telangana,Yavatmal,2018,5,1272,2491,179115,49,40,7,Low
Andhra Pradesh,Yavatmal,2016,110,1344,2787,232565,20,51,53,High
Maharashtra,Bidar,2017,81,1739,3687,273543,48,21,25,Medium
Rajasthan,Kurnool,2022,123,590,1804,124096,32,5,53,High
Karnataka,Kurnool,2019,156,1259,3207,166475,35,12,72,High
Maharashtra,Kurnool,2022,64,580,1882,241139,11,70,46,Medium
Karnataka,Nagaur,2015,22,631,2075,275131,39,66,21,Low
Andhra Pradesh,Bidar,2019,39,698,2738,65017,22,27,31,Low
Maharashtra,Nagaur,2019,109,1507,2694,57841,6,51,75,High
Punjab,Bidar,2015,86,1355,4741,270957,18,21,22,Medium
Rajasthan,Bidar,2022,12,735,4079,169199,43,35,12,Low
Maharashtra,Warangal,2015,5,721,4887,147201,23,59,3,Low
Andhra Pradesh,Sangrur,2017,37,1350,1676,85277,25,20,25,Low
Rajasthan,Bidar,2017,5,1609,4880,106803,6,64,9,Low
Telangana,Kurnool,2022,5,1091,1220,146958,41,62,23,Low
Rajasthan,Yavatmal,2020,80,817,2271,256560,12,32,33,Medium
Telangana,Nagaur,2017,136,1197,1052,292749,34,72,77,High
Rajasthan,Sangrur,2015,39,1695,4327,110266,41,18,19,Low
Punjab,Sangrur,2017,5,1770,3310,36775,7,71,18,Low
Karnataka,Kurnool,2018,150,1487,4727,208065,23,33,70,High
Maharashtra,Yavatmal,2021,31,1064,4638,180170,11,87,41,Low
Andhra Pradesh,Yavatmal,2021,91,1507,1779,265881,15,14,28,Medium
Rajasthan,Kurnool,2019,5,1640,3610,65241,12,54,1,Low
Punjab,Warangal,2017,34,859,3185,152766,43,51,25,Low
Rajasthan,Sangrur,2015,11,1595,4895,79217,40,87,38,Low
Andhra Pradesh,Sangrur,2022,74,1300,2662,212241,22,83,54,Medium
Punjab,Nagaur,2015,139,1789,3782,139777,39,17,63,High
Punjab,Warangal,2016,143,432,3061,227675,43,16,61,High
Rajasthan,Bidar,2017,93,1117,2222,160263,14,54,55,High
Andhra Pradesh,Warangal,2017,112,1355,2431,65925,7,31,61,High
Karnataka,Sangrur,2017,126,1579,1240,64723,33,15,68,High
Telangana,Bidar,2015,44,581,3698,214918,6,87,40,Medium
Telangana,Bidar,2022,26,1193,1956,251070,27,71,26,Low
Punjab,Warangal,2020,113,357,2360,280669,42,46,48,High
Punjab,Warangal,2020,82,1182,2698,243423,7,72,52,Medium
Telangana,Warangal,2021,28,704,3539,138609,20,11,9,Low
Maharashtra,Bidar,2017,34,1548,2136,106427,49,15,13,Low
Rajasthan,Yavatmal,2021,5,1482,1277,127157,24,89,10,Low
Punjab,Yavatmal,2021,97,691,2156,104667,40,71,72,High
Andhra Pradesh,Sangrur,2015,96,542,4363,114943,30,49,61,High
Telangana,Warangal,2015,5,1637,1616,77083,30,83,29,Low
Rajasthan,Warangal,2018,5,870,4301,196308,28,85,13,Low
Karnataka,Sangrur,2017,153,1228,2428,227968,26,29,67,High
Telangana,Nagaur,2018,138,1153,1257,244326,36,26,55,High
Rajasthan,Sangrur,2017,44,1019,4207,236217,38,23,14,Medium
Andhra Pradesh,Bidar,2021,102,1171,1650,94430,10,38,65,High
Karnataka,Kurnool,2021,56,1533,1461,83662,23,66,54,Medium
Maharashtra,Bidar,2017,41,467,4302,250709,6,45,19,Medium
Maharashtra,Warangal,2022,113,361,4538,149645,26,18,56,High
Andhra Pradesh,Nagaur,2016,5,1153,2453,86480,19,54,22,Low
Karnataka,Bidar,2017,35,1330,4668,274867,16,63,26,Low
Karnataka,Kurnool,2018,99,1691,1583,104674,20,22,47,High
Rajasthan,Kurnool,2022,12,699,4284,84986,6,36,19,Low
Punjab,Warangal,2016,82,1417,3375,212371,33,81,59,Medium
Karnataka,Kurnool,2019,8,498,2302,103285,19,83,40,Low
Rajasthan,Kurnool,2022,85,776,2878,132409,8,16,42,Medium
Telangana,Warangal,2018,96,1159,4077,205862,39,51,58,High
Punjab,Bidar,2015,69,1336,2927,74561,39,30,38,Medium
Maharashtra,Yavatmal,2020,37,1636,1510,289555,29,34,7,Low
Andhra Pradesh,Sangrur,2020,42,515,3589,182157,19,60,35,Medium
Punjab,Yavatmal,2018,5,468,2838,47945,28,26,5,Low
Telangana,Kurnool,2021,152,774,3358,151915,33,23,73,High
Andhra Pradesh,Yavatmal,2020,79,780,3520,243943,8,73,55,Medium
Telangana,Bidar,2015,117,1441,1497,239803,39,82,74,High
Maharashtra,Bidar,2017,72,1688,3200,99903,12,39,46,Medium
Andhra Pradesh,Warangal,2017,107,1575,1394,126849,46,52,63,High
Andhra Pradesh,Kurnool,2015,87,512,2595,219441,17,70,57,Medium
Andhra Pradesh,Yavatmal,2021,172,513,2774,260684,37,35,78,High
Maharashtra,Sangrur,2021,22,1370,4586,207793,12,35,8,Low
Maharashtra,Nagaur,2018,89,688,1134,196107,17,6,32,Medium
Karnataka,Yavatmal,2022,5,656,4526,126219,34,73,24,Low
Punjab,Yavatmal,2020,147,547,3993,71001,37,31,78,High
Punjab,Nagaur,2018,43,1198,1710,172463,39,29,15,Medium
Telangana,Sangrur,2021,5,973,2126,96219,31,68,23,Low
Maharashtra,Warangal,2017,5,1696,1443,146359,41,71,2,Low
Telangana,Warangal,2022,5,764,2045,105592,16,85,23,Low
Rajasthan,Sangrur,2016,119,683,3058,95196,8,51,76,High
Rajasthan,Yavatmal,2022,83,1280,2468,150357,25,12,28,Medium
Telangana,Bidar,2018,145,1699,2576,249979,41,35,62,High
Maharashtra,Nagaur,2015,108,1462,1094,203933,6,33,51,High
Andhra Pradesh,Nagaur,2021,93,1295,1518,92335,17,66,74,High
Andhra Pradesh,Sangrur,2017,28,768,3679,186252,9,53,18,Low
Karnataka,Kurnool,2017,51,875,1059,148440,25,18,20,Medium
Maharashtra,Warangal,2022,157,388,3596,235207,19,16,64,High
Telangana,Warangal,2020,5,1358,4604,34718,44,67,17,Low
Telangana,Yavatmal,2016,87,1320,4822,49958,32,64,67,Medium
Rajasthan,Nagaur,2015,5,1418,4518,151246,5,79,6,Low
Telangana,Nagaur,2016,35,1041,1107,252572,17,36,9,Low
Rajasthan,Bidar,2019,5,1098,4486,100714,23,67,2,Low
Punjab,Yavatmal,2015,92,1536,4260,196234,48,11,33,Medium
Rajasthan,Yavatmal,2022,75,1791,3021,192590,12,67,50,Medium
Karnataka,Nagaur,2016,103,1193,2769,153967,10,21,46,High
Rajasthan,Yavatmal,2015,107,1680,1950,243475,10,74,68,High
Punjab,Kurnool,2016,121,436,1778,164547,47,62,78,High
Rajasthan,Warangal,2020,99,1550,4766,223666,5,68,58,High
Andhra Pradesh,Warangal,2020,70,764,3513,98702,10,38,44,Medium
Punjab,Warangal,2022,63,863,1792,137518,14,43,39,Medium
Punjab,Bidar,2017,64,1326,1255,245555,12,18,14,Medium
Telangana,Warangal,2017,51,1648,1907,296332,9,46,17,Medium
Rajasthan,Yavatmal,2018,93,1048,4837,214834,27,32,45,High
Telangana,Nagaur,2022,44,1086,2098,199511,43,22,12,Medium
Maharashtra,Kurnool,2018,82,403,2946,91061,28,37,50,Medium
Karnataka,Kurnool,2019,89,1189,3503,244885,7,68,58,Medium
Telangana,Kurnool,2016,133,670,2571,189015,12,20,58,High
Maharashtra,Warangal,2022,5,940,4584,61293,40,79,18,Low
Karnataka,Yavatmal,2018,5,1274,1897,174375,35,77,10,Low
Telangana,Kurnool,2020,86,1557,4695,206120,44,70,53,Medium
Punjab,Kurnool,2015,31,645,1701,149076,8,37,22,Low
Karnataka,Warangal,2022,50,1321,2283,61536,15,39,39,Medium
Punjab,Yavatmal,2022,130,624,1150,48043,36,20,68,High
Telangana,Warangal,2020,5,887,3619,160644,20,48,2,Low
Punjab,Bidar,2020,94,1660,3568,129499,24,78,73,High
Karnataka,Yavatmal,2017,102,619,3351,115263,27,30,54,High
Karnataka,Nagaur,2019,5,1588,4084,225055,46,84,2,Low
Punjab,Sangrur,2018,5,555,3698,257021,29,67,7,Low
Rajasthan,Sangrur,2021,99,354,3200,182007,34,40,50,High
Andhra Pradesh,Sangrur,2019,70,555,3225,98861,38,25,38,Medium
Karnataka,Warangal,2022,97,1501,2405,86439,23,5,40,High
Maharashtra,Yavatmal,2017,48,614,3354,214938,19,12,14,Medium
Maharashtra,Yavatmal,2018,12,813,1348,201064,18,78,23,Low
Maharashtra,Warangal,2022,80,309,2938,286146,48,63,44,Medium
Andhra Pradesh,Sangrur,2022,5,639,4587,112624,17,71,12,Low
Telangana,Yavatmal,2020,72,1473,1552,66979,49,18,35,Medium
Karnataka,Nagaur,2022,35,774,4593,182088,49,15,9,Low
Maharashtra,Sangrur,2018,20,669,4561,220808,9,59,15,Low
Telangana,Nagaur,2022,130,1692,2488,57156,20,13,66,High
Punjab,Kurnool,2017,63,1569,3175,283220,10,86,51,Medium
Karnataka,Warangal,2015,43,820,4468,194835,41,62,30,Medium
Telangana,Sangrur,2016,5,1156,4195,74377,30,81,17,Low
Telangana,Sangrur,2017,123,1783,3568,94206,49,41,69,High
Punjab,Bidar,2017,180,1350,3444,152043,16,13,77,High
Telangana,Kurnool,2017,69,1258,1988,101317,13,23,38,Medium
Rajasthan,Sangrur,2020,7,923,4757,98147,38,77,35,Low
Andhra Pradesh,Nagaur,2019,94,922,4441,281056,13,23,28,High
Maharashtra,Nagaur,2022,142,1678,1885,230772,11,27,65,High
Maharashtra,Warangal,2022,5,934,2485,240883,46,79,4,Low
Maharashtra,Bidar,2015,5,326,2065,96500,11,68,25,Low
Maharashtra,Bidar,2018,45,567,4897,174228,48,63,36,Medium
Rajasthan,Bidar,2016,60,1071,4811,114325,40,47,46,Medium
Andhra Pradesh,Nagaur,2020,98,1240,2688,56178,36,43,65,High
Maharashtra,Kurnool,2022,52,1153,2085,79325,17,35,35,Medium
Andhra Pradesh,Kurnool,2020,132,496,2657,202444,12,12,54,High
Punjab,Kurnool,2021,58,1474,2123,206361,36,66,45,Medium
Rajasthan,Sangrur,2016,57,594,1644,271090,26,32,22,Medium
Andhra Pradesh,Sangrur,2016,103,674,2612,243446,14,72,59,High
Telangana,Nagaur,2015,5,842,1550,156677,41,76,15,Low
Karnataka,Nagaur,2021,5,964,2246,68829,33,27,10,Low
Karnataka,Kurnool,2022,24,1180,1434,199024,5,44,18,Low
Rajasthan,Bidar,2021,59,1759,1995,107240,13,78,56,Medium
Punjab,Yavatmal,2020,114,1616,2719,113870,37,16,58,High
Andhra Pradesh,Yavatmal,2020,61,1413,3703,223607,32,11,15,Medium
Telangana,Yavatmal,2021,79,873,1145,285716,45,65,43,Medium
Punjab,Yavatmal,2021,112,1537,4534,127391,19,20,57,High
Rajasthan,Yavatmal,2017,181,1092,2045,285905,27,20,70,High
Maharashtra,Nagaur,2019,91,835,1140,291056,40,53,48,Medium
Rajasthan,Sangrur,2020,5,1276,1579,98109,34,88,8,Low
Andhra Pradesh,Warangal,2016,5,383,4003,282980,39,78,15,Low
Karnataka,Nagaur,2017,36,776,2806,290117,13,55,17,Low
Punjab,Sangrur,2017,5,720,4553,56505,34,89,21,Low
Karnataka,Yavatmal,2016,135,887,2710,215592,24,10,50,High
Telangana,Warangal,2015,135,1738,3817,201663,5,8,47,High
Karnataka,Warangal,2021,61,398,2329,208217,35,88,56,Medium
Karnataka,Bidar,2018,93,1111,4185,223019,48,88,73,High
Rajasthan,Warangal,2019,5,936,4150,187438,21,87,9,Low
Andhra Pradesh,Warangal,2016,58,1634,1387,71684,38,23,37,Medium
Andhra Pradesh,Sangrur,2022,5,1752,2903,144187,45,60,14,Low
Telangana,Yavatmal,2022,56,1583,3632,95783,26,16,30,Medium
Karnataka,Bidar,2020,37,1690,2835,194453,30,20,7,Low
Karnataka,Yavatmal,2020,176,644,4901,277543,11,16,67,High
Punjab,Sangrur,2019,29,1767,1233,219638,20,36,8,Low
Andhra Pradesh,Nagaur,2017,5,1599,2169,141972,10,88,29,Low
Punjab,Warangal,2016,16,1423,4398,238115,36,44,5,Low
Maharashtra,Sangrur,2016,90,1377,3767,68779,39,27,55,Medium
Punjab,Kurnool,2021,132,1442,2220,198501,7,10,56,High
Maharashtra,Nagaur,2020,52,816,4757,138169,45,48,33,Medium
Telangana,Yavatmal,2015,26,1260,2400,126544,26,80,36,Low
Telangana,Yavatmal,2021,106,1745,2677,33417,46,11,55,High
Punjab,Bidar,2017,5,431,1492,68441,36,74,28,Low
Punjab,Kurnool,2016,8,1185,4268,162278,32,45,9,Low
Rajasthan,Nagaur,2020,46,403,2149,64337,41,53,42,Medium
Maharashtra,Bidar,2020,108,1415,2635,297466,36,83,68,High
Rajasthan,Yavatmal,2021,5,1731,4171,124265,9,68,19,Low
Andhra Pradesh,Kurnool,2019,40,1703,4226,133528,6,20,14,Low
Telangana,Nagaur,2017,5,828,3604,90539,44,68,6,Low
Rajasthan,Bidar,2019,14,1550,4094,188539,33,31,6,Low
Punjab,Bidar,2022,5,944,1398,114614,39,40,15,Low
Karnataka,Kurnool,2021,43,641,1752,191630,36,76,41,Medium
Punjab,Bidar,2021,46,979,4410,112667,42,46,37,Medium
Karnataka,Nagaur,2020,128,404,4246,94367,43,19,66,High
Telangana,Sangrur,2020,5,1535,3714,269276,27,85,13,Low
Telangana,Yavatmal,2022,123,1476,4964,117599,21,44,75,High
Andhra Pradesh,Yavatmal,2022,154,1251,1551,92559,8,12,73,High
Karnataka,Bidar,2019,142,692,4781,128138,46,28,73,High
Punjab,Sangrur,2019,53,1203,4344,147702,16,83,50,Medium
Andhra Pradesh,Nagaur,2018,85,1590,3914,226150,31,71,60,Medium
Telangana,Yavatmal,2018,46,1139,2665,130434,46,32,29,Medium
Punjab,Warangal,2018,40,916,3671,269519,30,41,15,Low
Telangana,Kurnool,2019,124,1295,4923,232811,26,68,71,High
Rajasthan,Bidar,2021,12,1757,1518,114605,23,32,10,Low
Maharashtra,Nagaur,2017,72,1279,2723,123566,47,73,63,Medium
Punjab,Bidar,2017,17,750,2205,297868,19,79,18,Low
Telangana,Sangrur,2020,64,1189,1178,35817,22,83,67,Medium
Karnataka,Yavatmal,2020,35,1726,3044,262359,48,63,25,Low
Andhra Pradesh,Warangal,2019,157,1431,3224,288474,40,23,66,High
Karnataka,Bidar,2020,74,610,4854,284334,25,19,23,Medium
Rajasthan,Warangal,2016,165,436,3241,255985,22,21,72,High
Maharashtra,Kurnool,2022,202,855,2180,289005,32,20,78,High
Maharashtra,Kurnool,2018,44,1705,4635,64600,35,30,27,Medium
Maharashtra,Sangrur,2022,83,823,1354,82268,38,81,72,Medium
Andhra Pradesh,Bidar,2017,183,1089,2300,228850,11,18,79,High
Telangana,Sangrur,2021,25,375,1786,229450,22,17,1,Low
Andhra Pradesh,Yavatmal,2019,44,1694,4634,79366,5,32,32,Medium
Maharashtra,Nagaur,2022,47,1051,1348,66419,22,18,27,Medium
Punjab,Nagaur,2017,117,1039,1406,228125,44,78,76,High
Karnataka,Bidar,2019,37,505,2892,227128,30,52,24,Low
Telangana,Yavatmal,2016,156,1085,4612,280957,8,43,73,High
